key,notes,en,zh-Hans,zh-Hant,ja,ko,fr,de,es
"victory.scrap","Victory panel scrap reward — {0}=amount","+{0} Scrap","+{0} 废料","+{0} 廢料","+{0} スクラップ","+{0} 고철","+{0} Ferraille","+{0} Schrott","+{0} Chatarra"
"defeat.title","Defeat panel header","The Base Has Fallen","据点已失守","據點已失守","基地が陥落した","기지가 함락되었습니다","La base est tombee","Der Stützpunkt ist gefallen","La base ha caído"
"defeat.message","Defeat panel body message","All defenses were overwhelmed.","所有防线已被突破。","所有防線已被突破。","すべての防衛が突破された。","모든 방어선이 무너졌습니다.","Toutes les defenses ont ete submergees.","Alle Abwehr wurde ueberwunden.","Todas las defensas fueron superadas."
"defeat.retry","Defeat panel retry button","Retry","再试一次","再試一次","リトライ","다시 시도","Reessayer","Erneut versuchen","Reintentar"
"title.noSaves","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","No saved games","暂无存档","No saved games","No saved games","No saved games","No saved games","No saved games","No saved games"
"night.waveLabel","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Wave {0}","第 {0} 波","Wave {0}","Wave {0}","Wave {0}","Wave {0}","Wave {0}","Wave {0}"
"night.enemyCount","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Enemies: {0}","敌方：{0}","Enemies: {0}","Enemies: {0}","Enemies: {0}","Enemies: {0}","Enemies: {0}","Enemies: {0}"
"night.speedNormal","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Normal","正常","Normal","Normal","Normal","Normal","Normal","Normal"
"night.speedFast","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Fast","快速","Fast","Fast","Fast","Fast","Fast","Fast"
"night.scrapReward","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Scrap salvaged: {0}","回收废料：{0}","Scrap salvaged: {0}","Scrap salvaged: {0}","Scrap salvaged: {0}","Scrap salvaged: {0}","Scrap salvaged: {0}","Scrap salvaged: {0}"
"gameplay.friendlyModeLabel","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Friendly Mode","友好模式","Friendly Mode","Friendly Mode","Friendly Mode","Friendly Mode","Friendly Mode","Friendly Mode"
"gameplay.friendlyMode.on","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","On","开启","On","On","On","On","On","On"
"gameplay.friendlyMode.off","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Off","关闭","Off","Off","Off","Off","Off","Off"
"ach.supply_run.name","Achievement name — open 10 card packs","Supply Run","补给猎手","補給獵手","補給ハンター","보급 사냥꾼","Chasseur de Ravitaillement","Versorgungsjäger","Cazador de Suministros"
"ach.supply_run.description","Achievement description — open 10 card packs","Open 10 card packs.","打开 10 个卡包。","打開 10 個卡包。","カードパックを10個開く。","카드 팩을 10개 여세요.","Ouvrez 10 paquets de cartes.","Öffne 10 Kartenpakete.","Abre 10 sobres de cartas."
"ach.armoury.name","Achievement name — equip 20 items total","Armoury","军械库","軍械庫","武器庫","무기고","Arsenal","Waffenkammer","Arsenal"
"ach.armoury.description","Achievement description — equip 20 items total","Equip 20 items across any cards.","为任意卡牌装备 20 件物品。","為任意卡牌裝備 20 件物品。","任意のカードに20個アイテムを装備する。","카드에 아이템을 20개 장착하세요.","Équipez 20 objets sur des cartes.","Rüste 20 Gegenstände auf Karten aus.","Equipa 20 objetos en cualquier carta."
"ach.databank.name","Achievement name — discover 20 different card types","Databank","数据库","資料庫","データバンク","데이터뱅크","Base de Données","Datenbank","Base de Datos"
"ach.databank.description","Achievement description — discover 20 different card types","Discover 20 different card types.","发现 20 种不同的卡牌。","發現 20 種不同的卡牌。","20種類の異なるカードを発見する。","20가지 카드 유형을 발견하세요.","Découvrez 20 types de cartes différents.","Entdecke 20 verschiedene Kartentypen.","Descubre 20 tipos de cartas distintos."
"ach.long_haul.name","Achievement name — reach day 30","Long Haul","持久战","持久戰","長距離走","장거리 전투","Longue Haul","Langstrecke","Recorrido Largo"
"ach.long_haul.description","Achievement description — reach day 30","Reach day 30.","坚持到第 30 天。","堅持到第 30 天。","30日目に到達する。","30일까지 버티세요.","Atteignez le jour 30.","Erreiche Tag 30.","Llega al día 30."
"ach.night_owl.name","Achievement name — survive 20 nights","Night Owl","夜猫子","夜貓子","夜更かし","야행성","Oiseau de Nuit","Nachteule","Ave Nocturna"
"ach.night_owl.description","Achievement description — survive 20 nights","Survive 20 nights.","撑过 20 次夜间袭击。","撐過 20 次夜間襲擊。","20回の夜を生き延びる。","밤 20번을 버티세요.","Survivez à 20 nuits.","Überlebe 20 Nächte.","Sobrevive 20 noches."
"ach.exterminator.name","Achievement name — eliminate 100 enemies (secret)","Exterminator","清场者","清場者","エクスターミネーター","해충 제거자","Exterminateur","Vernichter","Exterminador"
"ach.exterminator.description","Achievement description — eliminate 100 enemies (secret)","Eliminate 100 threats.","消灭 100 个威胁。","消滅 100 個威脅。","100の脅威を排除する。","위협 100개를 제거하세요.","Éliminez 100 menaces.","Vernichte 100 Bedrohungen.","Elimina 100 amenazas."
"ach.trilogy.name","Achievement name — win 3 games (secret)","Trilogy","三部曲","三部曲","三部作","3부작","Trilogie","Trilogie","Trilogía"
"ach.trilogy.description","Achievement description — win 3 games (secret)","Win three runs.","三次游戏中获胜。","三次遊戲中獲勝。","3回のランに勝利する。","세 번의 게임을 이기세요.","Gagnez trois parties.","Gewinne drei Runs.","Gana tres partidas."
"ach.field_agent.name","Achievement name — complete 20 quests","Field Agent","特工","特工","フィールドエージェント","현장 요원","Agent de Terrain","Feldeinsatz","Agente de Campo"
"ach.field_agent.description","Achievement description — complete 20 quests","Complete 20 quests.","完成 20 个任务。","完成 20 個任務。","クエストを20個完了する。","퀘스트를 20개 완료하세요.","Terminez 20 quêtes.","Schließe 20 Quests ab.","Completa 20 misiones."
"gameplay.difficultyLabel","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Difficulty","难度","Difficulty","Difficulty","Difficulty","Difficulty","Difficulty","Difficulty"
"gameplay.difficulty.easy","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Easy","简单","簡單","かんたん","쉬움","Facile","Einfach","Facil"
"gameplay.difficulty.normal","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Normal","普通","普通","ふつう","보통","Normal","Normal","Normal"
"gameplay.difficulty.hard","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Hard","困难","困難","むずかしい","어려움","Difficile","Schwer","Dificil"
"gameplay.startResourcesLabel","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Starting Resources","起始资源","Starting Resources","Starting Resources","Starting Resources","Starting Resources","Starting Resources","Starting Resources"
"gameplay.startResources.minimal","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Minimal","最少","最少","最小","최소","Minimal","Minimal","Minimo"
"gameplay.startResources.standard","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Standard","标准","標準","標準","기본","Standard","Standard","Estandar"
"gameplay.startResources.generous","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Generous","充裕","充裕","豊富","풍족","Genereux","Grosszuegig","Generoso"
"card.card_algaewafer.name","New card - needs art","Vat Plating","培殖槽压片","Vat Plating","Vat Plating","Vat Plating","Vat Plating","Vat Plating","Vat Plating"
"card.card_algaewafer.description","New card - needs art","Pressed algae matting from the hydroponic vats. Barely food, technically sufficient. The district runs on worse.","由水培槽压制的藻类薄饼。勉强算是食物，但足以维持生存。街区里吃过更糟的。","Pressed algae matting from the hydroponic vats. Barely food, technically sufficient. The district runs on worse.","Pressed algae matting from the hydroponic vats. Barely food, technically sufficient. The district runs on worse.","Pressed algae matting from the hydroponic vats. Barely food, technically sufficient. The district runs on worse.","Pressed algae matting from the hydroponic vats. Barely food, technically sufficient. The district runs on worse.","Pressed algae matting from the hydroponic vats. Barely food, technically sufficient. The district runs on worse.","Pressed algae matting from the hydroponic vats. Barely food, technically sufficient. The district runs on worse."
"card.card_signaljerky.name","New card - needs art","Dried Protein Strip","脱水蛋白条","Dried Protein Strip","Dried Protein Strip","Dried Protein Strip","Dried Protein Strip","Dried Protein Strip","Dried Protein Strip"
"card.card_signaljerky.description","New card - needs art","Strips of printed protein cured with mineral salts. Shelf-stable, dense, and tastes exactly like nothing.","经矿物盐腌制的印刷蛋白条。耐保存，高密度，几乎没有任何味道。","Strips of printed protein cured with mineral salts. Shelf-stable, dense, and tastes exactly like nothing.","Strips of printed protein cured with mineral salts. Shelf-stable, dense, and tastes exactly like nothing.","Strips of printed protein cured with mineral salts. Shelf-stable, dense, and tastes exactly like nothing.","Strips of printed protein cured with mineral salts. Shelf-stable, dense, and tastes exactly like nothing.","Strips of printed protein cured with mineral salts. Shelf-stable, dense, and tastes exactly like nothing.","Strips of printed protein cured with mineral salts. Shelf-stable, dense, and tastes exactly like nothing."
